Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),4:0    (g),6:0    (g),8:0    (g),10:0    (g),12:0    (g),14:0    (g),16:0    (g),18:0    (g),16:1        (g),18:1    (g),20:1    (g),22:1    (g),18:2    (g),18:3    (g),18:4    (g),20:4    (g),20:5 n-3 (g),22:5 n-3 (g),22:6 n-3 (g),Water (g),Price
155,6.55,16.39,0.65,0.9,6.98,3.991,1.796,0.56,26,62,63,0,12,0,0,4,0.152,0.115,1.715,0.07400000000000001,34,5,63,39,12.1,0.12,0.0,0.1,0.2,0.2,0.0,0.5,38,73,14,0.78,0.53,0.065,16.9,62,245,0,0,0.0,0.156,0.109,0.066,0.155,0.18,0.5589999999999999,1.7180000000000002,0.65,0.122,1.6030000000000002,0.011,0.0,0.483,0.046,0.0,0.013,0.001,0.003,0.0,69.19,0.964156
87,2.46,14.44,0.99,0.4,2.23,0.441,1.004,0.727,0,18,19,0,14,0,0,0,0.307,0.064,0.6809999999999999,0.021,14,4,28,18,1.3,0.0,0.0,0.4,0.0,0.28,0.0,2.2,6,22,7,0.41,0.21,0.037000000000000005,8.6,21,174,0,0,0.0,0.0,0.0,0.001,0.004,0.001,0.001,0.252,0.166,0.001,0.997,0.005,0.0,0.6709999999999999,0.055,0.0,0.0,0.0,0.0,0.0,79.71,0.928882
174,4.05,32.79,0.56,1.1,2.96,0.54,0.649,1.111,18,10,22,38,128,0,3,103,0.015,0.026,0.637,0.032,0,6,6,6,5.5,0.0,0.0,3.8,0.0,0.13,0.0,2.8,12,51,10,0.66,0.72,0.095,8.3,76,387,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.386,0.121,0.013,0.625,0.009000000000000001,0.0,0.989,0.113,0.0,0.006,0.0,0.0,0.002,59.09,0.8230599999999999
173,7.46,27.87,0.48,0.9,3.47,0.696,0.958,1.085,32,10,20,32,109,0,3,88,0.023,0.049,1.681,0.064,0,6,6,7,14.6,0.06,0.0,3.2,0.0,0.17,0.0,2.4,12,79,12,0.67,0.85,0.09,10.6,106,381,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.518,0.14400000000000002,0.079,0.865,0.01,0.0,0.97,0.104,0.0,0.008,0.0,0.0,0.002,60.13,0.987672
179,7.74,27.87,0.48,0.9,3.96,0.986,1.2,1.058,27,9,19,32,109,0,3,88,0.165,0.071,1.425,0.11,0,5,5,5,19.4,0.11,0.0,3.3,0.1,0.14,0.0,2.4,13,81,13,0.72,0.99,0.09,12.3,128,338,0,0,0.0,0.0,0.0,0.0,0.002,0.002,0.028,0.654,0.272,0.058,1.113,0.021,0.0,0.94,0.099,0.0,0.011,0.0,0.0,0.002,59.38,0.8936080000000001
178,8.04,27.87,0.48,0.9,3.87,0.971,1.127,0.999,29,8,19,32,109,0,3,88,0.023,0.047,1.345,0.08800000000000001,0,7,7,7,22.2,0.26,0.0,3.2,0.0,0.18,0.0,2.6,11,72,12,0.94,1.39,0.092,11.8,102,335,0,0,0.0,0.0,0.0,0.0,0.003,0.003,0.05,0.647,0.25,0.068,1.048,0.01,0.0,0.8759999999999999,0.109,0.0,0.008,0.0,0.002,0.002,59.16,1.022946
166,6.86,28.1,0.48,0.9,2.77,0.537,0.606,1.033,47,22,32,32,109,0,3,88,0.018000000000000002,0.026,0.943,0.064,0,9,9,9,25.0,0.25,0.0,3.2,0.0,0.44,0.0,2.4,24,89,14,0.61,0.86,0.119,14.5,90,346,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.014,0.371,0.126,0.017,0.565,0.009000000000000001,0.0,0.8690000000000001,0.098,0.0,0.015,0.02,0.002,0.023,60.96,1.069978
93,2.92,18.42,2.13,1.0,0.67,0.133,0.397,0.131,4,0,4,1,41,2,0,9,0.023,0.034,0.385,0.052000000000000005,0,5,5,5,4.6,0.1,0.0,0.9,0.0,0.14,0.0,1.3,6,60,13,0.22,0.38,0.05,8.0,47,429,0,0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.107,0.012,0.025,0.345,0.001,0.001,0.099,0.006999999999999999,0.0,0.0,0.001,0.0,0.005,76.35,0.388014
103,6.88,15.3,0.92,0.7,1.28,0.226,0.383,0.32,12,12,15,0,38,0,0,0,0.047,0.065,2.292,0.198,0,4,4,4,24.6,1.14,0.0,0.5,3.4,0.24,0.0,0.1,5,69,11,0.23,0.41,0.053,11.1,101,351,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.157,0.027000000000000003,0.034,0.221,0.092,0.077,0.084,0.014,0.013,0.004,0.062,0.019,0.115,75.24,1.3404120000000004
97,7.4,15.3,0.92,0.7,0.25,0.069,0.076,0.084,10,4,8,0,38,0,0,0,0.044,0.043,4.725,0.247,0,3,3,3,17.4,0.51,0.0,0.5,0.4,0.1,0.0,0.1,4,74,12,0.31,0.38,0.046,26.0,119,343,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.049,0.013,0.003,0.068,0.002,0.0,0.05,0.003,0.0,0.004,0.004,0.001,0.021,75.61,1.3404120000000004
92,1.81,17.71,1.21,1.4,1.46,0.223,0.927,0.217,0,0,5,3,51,5,0,26,0.024,0.03,0.398,0.048,0,11,11,11,3.5,0.0,0.0,1.7,0.0,0.23,0.0,3.4,5,14,8,0.21,0.39,0.061,4.2,69,361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.213,0.006999999999999999,0.063,0.862,0.002,0.0,0.201,0.014,0.0,0.0,0.001,0.0,0.0,77.57,1.3404120000000004
156,5.0,23.47,0.59,4.2,4.84,0.698,1.952,1.979,0,0,1,0,10,2,0,7,0.173,0.034,0.85,0.09,22,42,80,64,16.7,0.0,0.0,0.6,0.0,0.97,0.0,8.2,34,91,29,1.92,0.57,0.16,3.6,232,196,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.513,0.15,0.017,1.916,0.018000000000000002,0.0,1.711,0.268,0.0,0.0,0.0,0.0,0.0,65.33,0.728996
124,4.03,18.86,1.04,3.6,3.78,0.545,1.511,1.546,0,0,5,0,64,2,585,23,0.266,0.039,0.818,0.095,17,35,63,51,14.3,0.0,0.0,3.4,0.0,0.88,0.0,6.9,34,74,24,1.61,0.47,0.135,3.0,222,177,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.401,0.118,0.013,1.483,0.014,0.0,1.339,0.207,0.0,0.0,0.0,0.0,0.0,72.11,0.8113020000000001
158,8.42,19.78,0.5,3.5,5.08,0.8370000000000001,2.071,1.815,18,1,2,0,8,2,0,6,0.157,0.057,1.911,0.115,18,37,68,56,24.5,0.06,0.0,0.5,0.0,0.88,0.0,6.9,31,114,28,1.74,0.74,0.145,6.8,239,219,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.631,0.17,0.086,1.965,0.018000000000000002,0.0,1.577,0.234,0.0,0.003,0.0,0.0,0.0,65.44,0.7995439999999999
173,8.26,19.74,0.5,3.5,6.74,1.612,2.833,1.743,14,0,1,0,8,2,0,6,0.153,0.057,1.52,0.134,18,37,68,56,26.7,0.43,0.0,0.5,0.0,0.83,0.0,7.2,32,107,27,2.01,1.47,0.147,6.4,243,228,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.077,1.004,0.444,0.111,2.634,0.024,0.0,1.499,0.234,0.0,0.006999999999999999,0.0,0.0,0.0,63.9,1.375686
169,8.39,19.74,0.5,3.5,6.28,1.364,2.591,1.906,14,0,1,0,8,2,0,6,0.243,0.075,1.675,0.162,18,36,67,54,26.7,0.11,0.0,0.6,0.1,0.84,0.0,6.9,32,112,28,1.79,0.97,0.149,9.7,249,174,0,0,0.0,0.0,0.0,0.0,0.002,0.001,0.028,0.91,0.383,0.068,2.486,0.031,0.0,1.649,0.234,0.0,0.013,0.0,0.0,0.0,64.25,1.093494
182,6.53,18.91,0.97,2.9,9.04,2.254,3.741,2.5580000000000003,13,2,3,1,12,0,0,20,0.146,0.064,1.445,0.116,18,49,79,67,20.2,0.13,0.0,6.4,0.1,0.54,0.0,7.8,22,105,24,1.64,0.84,0.126,6.7,229,346,0,0,0.0,0.0,0.0,0.0,0.005,0.004,0.068,1.477,0.638,0.134,3.513,0.057,0.012,2.195,0.293,0.0,0.019,0.001,0.003,0.001,63.94,0.4585620000000001
151,4.83,22.72,0.63,4.4,4.76,0.727,1.92,1.947,0,0,1,0,9,2,0,6,0.179,0.057,1.3869999999999998,0.104,0,42,42,42,18.6,0.0,0.0,0.6,0.0,0.95,0.0,7.6,29,114,39,1.58,0.66,0.168,3.2,238,181,0,0,0.0,0.0,0.0,0.001,0.006999999999999999,0.001,0.004,0.5329999999999999,0.145,0.015,1.885,0.018000000000000002,0.0,1.702,0.245,0.0,0.0,0.0,0.0,0.0,66.41,0.7877860000000001
193,9.25,4.22,1.62,1.1,15.64,4.702,6.09,3.584,31,37,48,11,137,4,0,201,0.054000000000000006,0.111,1.586,0.214,2,12,14,13,22.2,0.67,0.0,39.1,0.1,1.26,0.0,15.8,94,110,15,0.9,1.96,0.064,8.6,197,294,0,0,0.0,0.069,0.058,0.037000000000000005,0.08900000000000001,0.105,0.441,2.596,1.103,0.228,5.5760000000000005,0.052000000000000005,0.0,3.123,0.4320000000000001,0.0,0.017,0.001,0.002,0.0,69.56,0.6584479999999999
174,7.87,9.91,2.25,1.0,11.46,3.465,4.461,2.607,46,36,46,9,124,3,1104,167,0.067,0.11,1.471,0.184,8,10,24,19,32.2,0.51,0.0,28.3,0.2,1.11,0.0,11.0,70,100,14,1.0,1.54,0.073,9.3,180,325,0,0,0.0,0.048,0.04,0.026,0.062,0.07200000000000001,0.307,1.952,0.8140000000000001,0.171,4.09,0.037000000000000005,0.0,2.263,0.303,0.0,0.024,0.001,0.002,0.004,68.85,1.011188
161,3.79,12.02,1.54,1.2,11.05,3.011,4.087,3.284,10,34,44,11,128,4,0,189,0.085,0.07,0.7859999999999999,0.151,17,10,38,26,5.5,0.06,0.0,36.8,0.1,1.17,0.0,14.5,86,73,13,0.64,0.6,0.062,5.5,128,188,0,0,0.0,0.065,0.055,0.035,0.084,0.096,0.308,1.661,0.594,0.079,3.839,0.037000000000000005,0.0,2.872,0.398,0.0,0.005,0.001,0.002,0.0,72.05,1.011188
98,4.75,9.86,2.05,1.0,4.49,1.186,1.894,0.969,12,0,26,61,277,0,1527,90,0.068,0.041,1.409,0.132,12,10,31,22,14.7,0.35,0.0,10.9,0.0,0.62,0.0,8.1,14,54,14,0.83,1.08,0.07200000000000001,4.7,214,273,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.066,0.7140000000000001,0.341,0.091,1.734,0.015,0.0,0.846,0.115,0.0,0.006,0.0,0.0,0.0,79.93,0.787786
76,1.61,13.08,2.29,1.1,2.12,0.304,0.835,0.86,0,0,25,58,268,1,1429,99,0.079,0.02,0.863,0.105,17,10,39,27,5.5,0.0,0.0,12.8,0.0,0.59,0.0,7.7,13,33,12,0.62,0.29,0.07,2.5,181,247,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.222,0.067,0.008,0.8190000000000001,0.008,0.0,0.758,0.102,0.0,0.0,0.0,0.0,0.0,82.37,1.011188
162,9.69,14.8,1.17,0.9,6.88,2.276,2.967,0.7809999999999999,28,1,8,2,85,6,501,53,0.219,0.099,2.544,0.187,21,6,43,28,28.2,0.82,0.0,7.4,0.0,0.39,0.0,3.0,23,88,14,1.57,2.11,0.081,9.8,182,351,0,0,0.0,0.0,0.0,0.0,0.0,0.004,0.149,1.324,0.6829999999999999,0.196,2.627,0.025,0.0,0.669,0.086,0.0,0.016,0.0,0.001,0.0,67.39,1.187558
122,3.18,13.84,3.01,1.7,6.24,3.248,1.523,0.7070000000000001,13,39,132,342,933,3,392,128,0.138,0.131,1.396,0.099,16,15,42,31,10.8,0.03,0.0,16.8,0.0,0.32,0.0,9.8,54,76,13,0.99,0.31,0.07400000000000001,6.2,188,200,0,0,0.0,0.094,0.077,0.048,0.113,0.132,0.434,1.582,0.6759999999999999,0.087,1.369,0.013,0.0,0.618,0.071,0.0,0.006999999999999999,0.001,0.003,0.0,75.71,0.905366
137,5.71,17.64,2.38,1.5,5.0,1.828,2.358,0.469,9,19,29,0,128,0,7948,6,0.12,0.116,1.125,0.083,17,8,37,25,10.4,0.08,0.0,4.8,0.0,1.11,0.0,2.9,100,103,19,1.23,0.67,0.15,12.5,210,367,0,0,0.0,0.085,0.039,0.024,0.057,0.07,0.248,0.959,0.281,0.07200000000000001,2.213,0.009000000000000001,0.0,0.41,0.046,0.0,0.001,0.0,0.0,0.0,70.02,1.8695220000000001
118,7.61,12.56,2.52,1.1,4.21,1.924,1.5719999999999998,0.263,17,26,35,0,107,0,7240,2,0.084,0.124,1.548,0.105,16,8,35,24,19.4,0.32,0.0,3.8,0.0,0.79,0.0,1.8,80,99,19,1.34,1.25,0.14400000000000002,12.8,240,241,0,0,0.0,0.065,0.017,0.018000000000000002,0.038,0.03,0.246,1.015,0.426,0.13,1.4240000000000002,0.006999999999999999,0.0,0.226,0.029,0.0,0.005,0.0,0.0,0.0,74.19,0.952398
189,8.28,20.68,5.12,3.4,8.46,4.147,2.503,1.116,19,52,65,5,157,0,4487,1,0.083,0.136,0.955,0.153,0,26,26,26,16.9,0.19,0.0,6.6,0.1,1.05,0.0,4.2,178,198,34,1.01,1.16,0.122,7.3,269,684,0,0,0.0,0.162,0.078,0.064,0.139,0.134,0.667,1.904,0.754,0.151,2.166,0.012,0.0,0.962,0.139,0.0,0.006,0.001,0.002,0.0,57.95,1.46975
223,11.53,18.83,5.9,0.8,11.22,3.44,4.401,2.321,123,47,47,0,3,3,0,106,0.206,0.311,2.709,0.109,21,19,56,41,103.0,0.66,0.0,0.2,1.0,0.58,0.0,1.0,78,136,17,1.53,1.21,0.062,22.6,203,437,0,0,0.0,0.001,0.0,0.001,0.008,0.006999999999999999,0.098,2.227,0.988,0.24,4.039,0.098,0.002,2.022,0.109,0.0,0.07200000000000001,0.002,0.006999999999999999,0.011,56.52,1.034704
270,8.86,27.72,9.61,0.6,13.7,3.554,6.0520000000000005,3.282,50,77,81,0,48,1,0,31,0.227,0.236,2.736,0.076,25,10,53,35,45.6,0.44,0.0,0.2,0.5,1.0,0.0,7.2,48,103,13,1.49,0.95,0.056,16.1,171,574,0,0,0.0,0.001,0.0,0.001,0.006,0.005,0.085,2.18,1.1909999999999998,0.16,5.78,0.091,0.002,2.943,0.199,0.0,0.041,0.001,0.006,0.004,47.66,0.975914
34,1.95,3.63,1.04,0.3,1.25,0.462,0.502,0.198,2,1,6,0,61,0,4317,2,0.027000000000000003,0.024,0.431,0.015,6,2,11,7,7.1,0.08,0.0,0.1,0.0,0.51,0.0,0.8,8,19,3,0.45,0.63,0.061,3.0,40,333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.254,0.157,0.036000000000000004,0.442,0.0,0.0,0.16699999999999998,0.025,0.0,0.0,0.0,0.0,0.0,92.04,0.282192
32,2.08,5.25,0.34,0.2,0.26,0.062,0.077,0.071,4,1,1,0,6,0,0,12,0.024,0.016,0.58,0.076,7,6,18,13,19.0,0.09,0.0,0.7,0.0,0.06,0.0,0.9,5,18,3,0.21,0.12,0.024,1.1,32,406,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.046,0.015,0.005,0.071,0.001,0.0,0.065,0.004,0.0,0.001,0.0,0.0,0.0,91.18,1.246348
82,3.5,11.2,0.79,0.5,2.6,1.53,0.7,0.17,7,19,19,0,6,0,0,2,0.04,0.09,0.79,0.05,22,3,40,25,3.2,0.06,0.0,0.0,0.0,0.03,0.0,0.2,102,81,9,0.6,0.43,0.041,6.6,18,112,0,0,0.0,0.07400000000000001,0.038,0.02,0.043,0.038,0.237,0.727,0.289,0.071,0.591,0.0,0.0,0.131,0.035,0.0,0.0,0.0,0.0,0.0,81.7,1.258106
29,1.1,9.32,2.5,2.8,0.3,0.039,0.011,0.08900000000000001,0,0,1,1,3,20,0,11,0.04,0.02,0.1,0.08,0,11,11,11,5.1,0.0,0.0,53.0,0.0,0.15,0.0,0.0,26,16,8,0.6,0.06,0.037000000000000005,0.4,138,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.035,0.002,0.001,0.01,0.0,0.0,0.063,0.026,0.0,0.0,0.0,0.0,0.0,88.98,2.104682
345,4.72,69.01,62.22,0.4,6.56,1.643,2.825,1.681,115,83,85,0,27,4,0,159,0.061,0.183,0.43,0.065,8,15,29,23,74.8,0.22,0.0,9.4,0.7,0.75,0.0,4.2,23,71,7,0.94,0.47,0.042,12.3,75,77,0,0,0.0,0.001,0.0,0.001,0.006,0.0,0.013,1.068,0.52,0.064,2.739,0.014,0.0,1.4780000000000002,0.107,0.0,0.058,0.0,0.002,0.018000000000000002,19.21,1.093494
47,0.94,11.75,9.35,2.4,0.12,0.015,0.023,0.025,0,0,11,11,71,116,0,129,0.087,0.04,0.282,0.06,0,30,30,30,8.4,0.0,0.0,53.2,0.0,0.18,0.0,0.0,40,14,10,0.1,0.07,0.045,0.5,181,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.003,0.02,0.0,0.0,0.018000000000000002,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,86.75,1.7754580000000002
61,0.45,16.19,15.49,0.7,0.1,0.012,0.018000000000000002,0.02,0,0,42,131,191,496,0,163,0.053,0.044,0.445,0.042,0,5,5,5,6.9,0.0,0.0,19.8,0.0,0.1,0.0,0.0,7,10,8,0.37,0.24,0.044,0.4,78,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.002,0.016,0.0,0.0,0.015,0.005,0.0,0.0,0.0,0.0,0.0,83.06,0.7260564999999999
38,0.5,8.69,8.33,0.0,0.1,0.014,0.013,0.024,0,0,22,1,262,2,1189,4,0.04,0.02,0.2,0.044,0,11,11,11,6.4,0.0,0.0,25.0,0.0,0.11,0.0,0.0,146,15,12,0.2,0.05,0.033,0.0,162,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001,0.001,0.012,0.0,0.0,0.019,0.005,0.0,0.0,0.0,0.0,0.0,90.0,0.199886
21,0.25,6.69,1.37,0.4,0.23,0.026,0.022,0.064,0,0,1,0,10,0,0,0,0.033,0.003,0.163,0.027000000000000003,0,8,8,8,5.1,0.0,0.0,6.4,0.0,0.12,0.0,0.5,12,10,7,0.23,0.06,0.03,0.1,75,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.023,0.001,0.004,0.018000000000000002,0.0,0.0,0.042,0.022,0.0,0.0,0.0,0.0,0.0,92.52,0.8348180000000001
43,0.5,10.1,9.9,0.2,0.2,0.024,0.036000000000000004,0.04,0,0,12,13,36,203,0,158,0.057,0.02,0.1,0.042,0,5,5,5,6.2,0.0,0.0,29.4,0.0,0.13,0.0,0.0,18,14,8,0.2,0.03,0.025,0.1,178,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.021,0.001,0.005,0.032,0.0,0.0,0.029,0.011,0.0,0.0,0.0,0.0,0.0,88.9,0.6114160000000001
244,2.19,64.81,47.66,7.4,0.43,0.06,0.063,0.08199999999999999,0,0,56,28,630,46,0,84,0.03,0.153,1.804,0.161,0,4,4,4,13.9,0.0,0.0,2.1,0.0,1.17,0.0,33.9,40,63,34,1.52,0.39,0.293,0.8,746,17,0,0,0.0,0.0,0.0,0.004,0.002,0.001,0.0,0.029,0.024,0.02,0.043,0.0,0.0,0.07,0.011,0.0,0.0,0.0,0.0,0.0,30.41,1.9400700000000002
460,1.04,73.7,63.93,9.8,21.66,1.636,13.433,6.101,0,0,3,0,23,18,0,17,0.029,0.097,0.482,0.21,0,0,0,0,18.2,0.0,0.0,1.4,0.0,4.29,0.0,18.5,14,43,17,1.58,0.23,0.192,1.4,454,98,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.973,0.452,0.046,13.107,0.279,0.0,4.14,1.961,0.0,0.0,0.0,0.0,0.0,2.36,1.7519419999999997
317,2.5,80.0,67.5,7.5,2.5,0.2,0.405,1.3,0,0,7,0,84,0,0,208,0.092,0.127,1.154,0.152,0,12,12,12,18.5,0.0,0.0,23.8,0.0,2.35,0.0,59.4,19,36,18,0.9,0.49,0.16,0.6,214,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.068,0.005,0.4,0.0,0.0,1.137,0.163,0.0,0.0,0.0,0.0,0.0,14.8,5.2675839999999985
333,1.25,80.45,67.15,2.5,0.73,0.146,0.177,0.194,0,0,141,0,1697,0,0,173,0.058,0.101,0.867,0.101,0,11,11,11,14.7,0.0,0.0,19.3,0.0,0.17,0.0,5.1,38,36,22,0.68,0.25,0.229,0.4,376,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.103,0.035,0.002,0.175,0.0,0.0,0.102,0.092,0.0,0.0,0.0,0.0,0.0,16.6,3.868382
519,2.3,58.4,35.34,7.7,33.6,28.97,1.95,0.63,0,0,4,32,34,0,0,46,0.085,0.017,0.71,0.26,0,14,14,14,21.3,0.0,0.0,6.3,0.0,0.24,0.0,1.3,18,56,76,1.25,0.75,0.205,1.5,536,6,0,0,0.0,0.0,0.2,2.51,2.01,14.91,5.62,2.79,0.94,0.0,1.95,0.0,0.0,0.62,0.01,0.0,0.0,0.0,0.0,0.0,4.3,2.504454
308,0.17,82.8,72.56,5.3,1.09,0.08800000000000001,0.298,0.182,0,0,2,0,27,0,0,138,0.013,0.028,0.5479999999999999,0.038,0,0,0,0,8.3,0.0,0.0,0.2,0.0,2.1,0.0,7.6,9,8,4,0.39,0.1,0.063,0.6,49,5,0,0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.034,0.02,0.006999999999999999,0.277,0.006999999999999999,0.006999999999999999,0.159,0.023,0.0,0.0,0.0,0.0,0.0,15.79,2.70434
319,2.45,78.58,66.27,2.4,1.18,0.287,0.439,0.222,0,0,67,11,786,29,0,52,0.062,0.085,2.0,0.334,0,68,68,68,23.7,0.0,0.0,42.3,0.0,4.02,0.0,13.2,0,50,20,0.23,0.3,0.3,2.1,279,162,0,0,0.0,0.0,0.0,0.0,0.0,0.004,0.039,0.226,0.013,0.209,0.235,0.0,0.0,0.061,0.161,0.0,0.0,0.0,0.0,0.0,16.6,6.6785440000000005
296,1.55,75.46,65.46,5.6,0.86,0.268,0.238,0.192,0,0,78,3,453,974,3022,147,0.053,0.08800000000000001,1.062,0.113,0,61,61,61,20.2,0.0,0.0,40.3,0.0,0.99,0.0,8.6,67,33,69,0.85,0.27,0.152,2.2,603,27,0,0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.043,0.198,0.013,0.126,0.112,0.0,0.0,0.036000000000000004,0.155,0.0,0.0,0.0,0.0,0.0,20.84,0.728996
269,1.51,70.08,60.9,3.9,0.34,0.025,0.036000000000000004,0.112,0,0,4,0,49,0,0,0,0.154,0.087,1.256,0.281,0,25,25,25,15.3,0.0,0.0,26.7,0.0,0.06,0.0,2.0,37,22,33,0.83,0.34,0.309,0.5,305,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.008,0.003,0.033,0.0,0.0,0.064,0.047,0.0,0.0,0.0,0.0,0.0,27.46,0.88185
299,3.07,79.18,59.19,3.7,0.46,0.058,0.051,0.037000000000000005,0,0,0,0,0,0,0,0,0.106,0.125,0.7659999999999999,0.174,0,5,5,5,11.1,0.0,0.0,2.3,0.0,0.12,0.0,3.5,50,101,32,1.88,0.22,0.318,0.6,749,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.044,0.01,0.039,0.012,0.0,0.0,0.028,0.008,0.0,0.0,0.0,0.0,0.0,15.43,1.2581060000000002
52,0.26,13.81,10.39,2.4,0.17,0.028,0.006999999999999999,0.051,0,0,3,0,27,11,0,29,0.017,0.026,0.091,0.041,0,3,3,3,3.4,0.0,0.0,4.6,0.0,0.18,0.0,2.2,6,11,5,0.12,0.04,0.027000000000000003,0.0,107,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.024,0.003,0.0,0.006999999999999999,0.0,0.0,0.043,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,85.56,1.9400700000000002
68,0.16,17.49,14.67,1.2,0.17,0.03,0.006999999999999999,0.054000000000000006,0,0,0,0,3,2,0,18,0.017,0.022,0.07200000000000001,0.027000000000000003,0,1,1,1,3.3,0.0,0.0,1.7,0.0,0.18,0.0,0.6,3,6,3,0.12,0.03,0.032,0.3,75,2,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.025,0.004,0.0,0.006999999999999999,0.0,0.0,0.045,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,81.98,0.5879
95,0.25,24.79,21.49,2.3,0.16,0.027000000000000003,0.006999999999999999,0.049,0,0,2,0,22,9,0,24,0.013,0.026,0.079,0.037000000000000005,0,2,2,2,3.3,0.0,0.0,3.5,0.0,0.17,0.0,2.1,6,11,5,0.12,0.04,0.024,0.1,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.023,0.003,0.0,0.006999999999999999,0.0,0.0,0.041,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,74.6,3.58619
138,0.28,24.06,20.84,2.2,5.37,2.584,1.467,0.938,9,51,55,0,43,8,0,20,0.013,0.026,0.078,0.142,0,2,2,2,4.3,0.01,0.0,3.0,0.1,0.87,0.0,5.2,7,12,5,0.12,0.04,0.023,0.1,91,48,0,0,0.0,0.139,0.087,0.052000000000000005,0.111,0.117,0.326,1.139,0.57,0.043,1.413,0.01,0.0,0.838,0.1,0.0,0.0,0.0,0.0,0.0,69.98,1.8695220000000001
48,1.4,11.12,9.24,2.0,0.39,0.027000000000000003,0.17,0.077,0,0,96,19,1094,104,0,89,0.03,0.04,0.6,0.054000000000000006,0,9,9,9,2.8,0.0,0.0,10.0,0.0,0.89,0.0,3.3,13,23,10,0.39,0.2,0.078,0.1,259,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.003,0.0,0.17,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,86.35,2.7748880000000002
160,2.0,8.53,0.66,6.7,14.66,2.126,9.799,1.816,0,0,7,24,62,28,0,271,0.067,0.13,1.7380000000000002,0.257,0,81,81,81,14.2,0.0,0.0,10.0,0.0,2.07,0.0,21.0,12,52,29,0.55,0.64,0.19,0.4,485,7,0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,2.075,0.049,0.698,9.066,0.025,0.0,1.6740000000000002,0.125,0.0,0.0,0.0,0.0,0.0,73.23,2.386874
